ORDER_ID,PROFILE_ID,SUBMITTED_DATE,TAXONOMY_0,Hour
260768688,483308601,11/2/2017 14:04,Home & Kitchen,14
262348885,30320022,11/9/2017 21:45,Other,21
263470727,486679367,11/14/2017 13:28,Home & Kitchen,13
265017241,1076443,11/20/2017 19:49,Home & Kitchen,19
265151156,155143172,11/21/2017 9:06,Other,9
265233561,312366957,11/21/2017 16:34,Electronics,16
265859831,489735625,11/24/2017 12:10,Home & Kitchen,12
265958961,1138717,11/24/2017 20:37,Electronics,20
266142202,490089707,11/25/2017 15:55,Music,15
266648089,158535338,11/27/2017 17:09,0,17
267410022,491730418,12/2/2017 17:42,Other,17
267712956,492134048,12/1/2017 12:28,Home & Kitchen,12
268544261,158535338,12/4/2017 11:46,0,11
269152738,492544727,12/6/2017 11:09,Electronics,11
270750872,1079649,1/31/2018 16:50,Electronics,16
271066963,496355358,12/13/2017 16:52,Home & Kitchen,16
271081797,454681615,12/13/2017 20:59,Electronics,20
271447796,158535338,12/15/2017 10:43,Home & Kitchen,10
272235790,497847070,12/18/2017 11:20,Electronics,11
272273154,30057040,12/18/2017 13:42,Electronics,13
272277636,158535338,12/18/2017 18:36,Home & Kitchen,18
274790331,158535338,12/29/2017 16:38,Home & Kitchen,16
278828290,158535338,1/16/2018 23:20,Home & Kitchen,23
279338255,1181419,1/18/2018 23:05,Home & Kitchen,23
279667679,423879627,1/20/2018 14:08,Electronics,14
280304851,506080873,1/23/2018 18:36,Other,18
280304851,506080873,1/23/2018 18:36,Other,18
280304851,506080873,1/23/2018 18:36,Other,18
282981178,511501921,2/4/2018 10:51,0,10
284219454,188664286,2/9/2018 16:52,Other,16
286160633,515364212,2/17/2018 10:44,Home & Kitchen,10
119767057,139798113,11/20/2017 13:28,0,13
131711130,121825120,8/30/2017 20:59,0,20
152786994,246449685,2/16/2018 21:48,Baby & Kids,21
182431330,20999695,12/14/2017 18:02,Health & Beauty,18
186112164,258913962,8/17/2017 20:48,Electronics,20
209931546,1072730,8/13/2017 19:11,Other,19
218693626,424669386,8/4/2017 15:38,Home & Kitchen,15
219341339,1137278,9/7/2017 21:26,Sports & Fitness,21
223341592,1098201,10/13/2017 9:46,Other,9
231930166,1050955,10/13/2017 14:31,0,14
239339694,430072897,8/24/2017 17:50,0,17
242314687,457085549,8/8/2017 13:00,0,13
242651977,158535338,8/10/2017 12:36,Home & Kitchen,12
242745711,458884400,8/10/2017 16:18,0,16
244414682,461233471,8/19/2017 12:17,Home & Kitchen,12
245055549,414729816,8/22/2017 11:40,Fashion,11
246836366,1051994,10/23/2017 12:33,Other,12
248293220,118190152,9/8/2017 12:12,Electronics,12
249259957,467910995,9/11/2017 11:59,Other,11
249708864,468558934,9/13/2017 15:32,Home & Kitchen,15
249731162,468589576,9/14/2017 13:56,Electronics,13
250293464,72150892,9/16/2017 16:05,Home & Kitchen,16
250789870,1136442,9/19/2017 11:23,Other,11
251128283,457085549,9/21/2017 12:33,Home & Kitchen,12
251467389,417272909,9/23/2017 11:56,Phones & Tabs,11
251912571,158535338,9/26/2017 10:42,Home & Kitchen,10
252567658,158535338,9/29/2017 14:06,Home & Kitchen,14
254321756,247791502,10/7/2017 11:58,Home & Kitchen,11
257761766,1073085,10/20/2017 17:09,Electronics,17
258818122,475784177,1/4/2018 20:24,Other,20
258922733,158535338,10/25/2017 12:08,Home & Kitchen,12
259861886,482212496,10/29/2017 13:05,Home & Kitchen,13
260122374,482516238,10/30/2017 16:57,Electronics,16
260741589,1094260,11/2/2017 11:07,Other,11
261815345,1166033,12/29/2017 13:33,Home & Kitchen,13
261847813,484652070,11/7/2017 15:32,0,15
263070454,1068208,11/24/2017 12:58,0,12
264221687,487671891,11/17/2017 14:54,Other,14
265154140,158535338,11/21/2017 10:04,Home & Kitchen,10
267763809,492195940,12/1/2017 16:48,Home & Kitchen,16
268304167,148721792,12/3/2017 13:50,Home & Kitchen,13
268304366,1063023,12/3/2017 13:54,Home & Kitchen,13
270490512,158535338,12/11/2017 17:30,Home & Kitchen,17
271716290,158535338,12/16/2017 10:57,Home & Kitchen,10
273209240,499113380,12/22/2017 12:50,Health & Beauty,12
273446124,499392436,12/23/2017 16:23,Baby & Kids,16
273985641,500030842,12/26/2017 17:45,0,17
274758019,475981929,12/29/2017 12:03,Home & Kitchen,12
278976080,506404056,1/17/2018 10:33,0,10
279241962,506679428,1/18/2018 15:06,Electronics,15
279457062,1182151,1/19/2018 13:11,0,13
279682036,149047009,1/20/2018 15:32,Electronics,15
281296780,158535338,1/29/2018 23:12,0,23
281708508,1157699,1/30/2018 10:16,Electronics,10
282643444,511073137,2/2/2018 21:38,Health & Beauty,21
282649237,1083600,2/2/2018 21:45,Other,21
284432921,513233913,2/10/2018 13:43,Music,13
285922014,1176854,2/16/2018 14:39,Electronics,14
286180252,515370222,2/17/2018 13:06,Home & Kitchen,13
288524449,427310293,2/25/2018 17:20,Home & Kitchen,17
62923463,75617557,8/5/2017 13:45,Baby & Kids,13
70126747,1101048,11/25/2017 7:56,Health & Beauty,7
125412685,1313913,11/4/2017 13:17,Home & Kitchen,13
199684584,380601346,8/21/2017 12:26,Other,12
207717404,19892931,12/8/2017 17:34,0,17
213345330,1177661,12/3/2017 22:06,0,22
232995267,163404135,9/26/2017 13:26,Electronics,13
233864979,1066856,2/27/2018 19:55,0,19
237494176,104672538,11/19/2017 13:12,Electronics,13
243536768,1075694,8/15/2017 1:50,Home & Kitchen,1
243604707,460096982,8/15/2017 12:11,Other,12
243733852,158535338,8/16/2017 11:55,Home & Kitchen,11
243781652,265258277,9/7/2017 9:42,Home & Kitchen,9
243781652,265258277,9/7/2017 9:42,Electronics,9
244835419,450524375,8/21/2017 10:19,Other,10
246740372,436149322,8/30/2017 7:57,Other,7
246817146,464447638,8/30/2017 14:56,0,14
246845003,440591283,8/30/2017 17:05,Home & Kitchen,17
247462886,443948043,10/31/2017 13:48,Music,13
248879502,467422605,9/9/2017 11:26,Home & Kitchen,11
250041789,457085549,9/15/2017 13:09,Other,13
250567604,158535338,9/18/2017 11:45,Home & Kitchen,11
252191871,265258277,10/11/2017 12:42,Electronics,12
252480038,472023954,9/29/2017 9:17,Other,9
252480038,472023954,9/29/2017 9:17,Other,9
253486417,1126288,10/3/2017 16:52,Health & Beauty,16
253853917,1055095,11/5/2017 16:46,Home & Kitchen,16
256607778,478093927,10/16/2017 16:52,Home & Kitchen,16
257766074,158535338,10/20/2017 17:21,Home & Kitchen,17
257820078,479627106,10/20/2017 21:23,Home & Kitchen,21
258029168,1051621,10/24/2017 10:29,Other,10
259395819,158535338,10/27/2017 17:10,0,17
259679337,158535338,10/28/2017 17:01,Home & Kitchen,17
260556417,351618133,11/21/2017 1:14,Health & Beauty,1
263547412,486804125,11/14/2017 19:44,0,19
264003007,158535338,11/16/2017 16:52,Home & Kitchen,16
266478123,350869420,12/17/2017 22:25,Electronics,22
266619722,203039521,11/27/2017 15:52,Electronics,15
267426432,158535338,11/30/2017 13:59,Electronics,13
270068973,495094886,12/23/2017 23:08,Phones & Tabs,23
270800749,496041318,12/12/2017 18:32,Home & Kitchen,18
271019121,496292185,12/13/2017 13:07,Electronics,13
273046138,449238258,12/21/2017 17:10,0,17
273055254,498210239,12/21/2017 18:14,0,18
273206073,499033084,12/22/2017 13:18,Electronics,13
273210352,158535338,12/22/2017 16:00,Home & Kitchen,16
273715785,1117991,12/26/2017 10:59,0,10
274459598,500589796,12/28/2017 10:08,Electronics,10
274789987,501021154,12/29/2017 14:18,Sports & Fitness,14
274796244,116955822,12/29/2017 14:36,Health & Beauty,14
275255497,501579659,12/31/2017 16:51,Home & Kitchen,16
277660380,504619263,1/11/2018 17:13,Electronics,17
277718275,504658806,1/11/2018 20:23,Other,20
282243952,1066261,2/1/2018 13:37,Home & Kitchen,13
286774543,385152136,2/19/2018 17:09,Electronics,17
288743521,518395016,2/26/2018 12:41,Phones & Tabs,12
96956628,119118198,11/10/2017 15:27,Health & Beauty,15
129330022,1073738,8/31/2017 8:54,Phones & Tabs,8
203756959,1067324,11/29/2017 12:30,Fashion,12
203761002,154991056,8/20/2017 14:02,Electronics,14
223156168,258209067,12/19/2017 15:26,Home & Kitchen,15
224181500,173333914,10/28/2017 23:28,Home & Kitchen,23
237700935,203901317,8/24/2017 22:42,Electronics,22
242940734,1069552,8/11/2017 16:54,0,16
242950058,22908764,10/31/2017 21:45,Home & Kitchen,21
244022602,424129002,8/17/2017 16:52,Other,16
247347720,465177216,9/26/2017 19:16,Other,19
247800820,158535338,9/4/2017 12:29,Home & Kitchen,12
248284213,158535338,9/6/2017 16:29,0,16
248288995,466525164,9/6/2017 17:59,Other,17
249224438,457085549,9/11/2017 10:57,0,10
249387281,346300448,9/12/2017 0:50,Home & Kitchen,0
249474577,1064805,9/18/2017 12:19,Electronics,12
250275138,469445823,9/16/2017 13:52,Other,13
250703733,1066714,9/18/2017 22:36,Electronics,22
251029308,457085549,9/20/2017 18:34,0,18
253186403,158535338,10/2/2017 11:33,0,11
254332842,1090262,10/7/2017 13:24,Home & Kitchen,13
257658118,1119008,10/20/2017 11:42,Health & Beauty,11
258015094,479868829,10/21/2017 16:48,Home & Kitchen,16
258724064,158535338,10/24/2017 11:45,Home & Kitchen,11
258787535,480122205,11/1/2017 11:29,Phones & Tabs,11
259497311,264872555,10/27/2017 20:15,Home & Kitchen,20
260075815,452990747,10/30/2017 12:51,Home & Kitchen,12
260403507,431190764,11/23/2017 9:05,Other,9
260588238,483102790,11/1/2017 17:13,Fashion,17
261790420,397267917,11/7/2017 10:59,Other,10
262488596,1056636,11/10/2017 11:33,0,11
263688305,486958488,11/15/2017 11:14,0,11
263718939,487014039,11/15/2017 14:57,Electronics,14
264229151,487647145,11/17/2017 14:04,Other,14
264229151,487647145,11/17/2017 14:04,Other,14
266351914,490358478,11/26/2017 14:18,Other,14
266525879,158535338,11/27/2017 7:59,0,7
267426024,158535338,11/30/2017 10:18,Health & Beauty,10
267779576,492181289,12/1/2017 17:23,Electronics,17
267830505,492229947,12/1/2017 20:56,Home & Kitchen,20
268544621,158535338,12/4/2017 15:21,Home & Kitchen,15
270488325,495550600,12/11/2017 14:06,Home & Kitchen,14
270490500,158535338,12/11/2017 17:25,0,17
271447954,158535338,12/15/2017 11:55,Home & Kitchen,11
272793423,439199010,12/20/2017 15:36,0,15
273090803,498700188,12/21/2017 22:11,Electronics,22
273177099,356757266,12/22/2017 11:38,Home & Kitchen,11
273219018,233947965,12/22/2017 16:48,Electronics,16
274826013,1073080,12/29/2017 17:18,Home & Kitchen,17
275033760,401018662,12/30/2017 17:34,Home & Kitchen,17
276005265,502519911,1/4/2018 9:03,0,9
276830102,158535338,1/8/2018 7:55,0,7
279096541,158535338,1/18/2018 17:42,0,17
281123312,509081730,1/27/2018 14:29,Other,14
287562769,392381747,2/22/2018 9:27,Home & Kitchen,9
108550073,1064088,10/28/2017 22:59,Home & Kitchen,22
110925097,143855870,8/8/2017 16:08,0,16
190523270,350245497,12/29/2017 16:19,Electronics,16
196703707,1062860,12/19/2017 16:19,Electronics,16
203610952,392358367,12/6/2017 13:57,0,13
215361003,1110224,8/22/2017 22:05,Home & Kitchen,22
227200985,1162215,2/22/2018 23:51,Other,23
242511973,457085549,8/9/2017 16:31,0,16
243427158,158535338,8/14/2017 13:21,Home & Kitchen,13
244746881,158535338,8/21/2017 9:10,0,9
245748255,383849449,8/25/2017 17:03,Sports & Fitness,17
246110131,395594092,8/28/2017 9:13,0,9
246155052,463545154,8/28/2017 13:28,Home & Kitchen,13
246530196,156036922,12/18/2017 14:46,0,14
249875236,158535338,9/14/2017 13:10,Home & Kitchen,13
249923277,158535338,9/14/2017 17:18,Electronics,17
251322466,471027979,9/22/2017 13:17,Other,13
251338195,471040012,9/22/2017 15:44,Electronics,15
253701152,1068208,10/4/2017 20:32,Home & Kitchen,20
257395412,244371439,10/19/2017 10:49,Fashion,10
258750056,477883013,11/16/2017 10:42,Home & Kitchen,10
260567975,479843139,11/1/2017 15:27,Other,15
260720715,158535338,11/2/2017 15:32,Home & Kitchen,15
260980345,453947179,11/3/2017 14:19,Electronics,14
262105404,484938520,11/8/2017 17:43,Home & Kitchen,17
262510543,165584628,11/10/2017 13:15,0,13
264479311,487960155,11/18/2017 15:17,Electronics,15
264479485,487960155,11/18/2017 15:34,Home & Kitchen,15
265220855,488914165,11/21/2017 14:46,Phones & Tabs,14
266893047,158535338,11/28/2017 16:41,0,16
267163760,158535338,11/29/2017 14:31,Home & Kitchen,14
267200690,158535338,11/29/2017 16:53,Home & Kitchen,16
267424463,479865615,11/30/2017 10:15,0,10
269086706,158535338,12/6/2017 10:49,Home & Kitchen,10
269203042,158535338,12/6/2017 14:19,Home & Kitchen,14
269766354,494676025,12/8/2017 16:05,Other,16
270490393,158535338,12/11/2017 16:35,Home & Kitchen,16
270791252,158535338,12/12/2017 17:00,Home & Kitchen,17
271017274,158535338,12/13/2017 15:19,Home & Kitchen,15
272236664,1066590,1/20/2018 11:14,Fashion,11
272766645,1103434,12/20/2017 12:39,Health & Beauty,12
272986791,498834402,12/21/2017 12:00,Electronics,12
274437334,158535338,12/28/2017 10:13,Home & Kitchen,10
274781735,437819304,12/29/2017 13:25,Electronics,13
275028281,501287827,12/30/2017 16:32,Home & Kitchen,16
275208867,501529958,12/31/2017 12:24,Home & Kitchen,12
275662201,209231513,1/2/2018 14:23,Other,14
277122241,1050053,1/9/2018 11:56,Sports & Fitness,11
277122241,1050053,1/9/2018 11:56,0,11
277279709,158535338,1/10/2018 16:39,Home & Kitchen,16
277574606,504511129,1/11/2018 10:45,Electronics,10
279032390,1077926,1/17/2018 15:09,Other,15
279447372,506972185,1/19/2018 12:42,Home & Kitchen,12
279457302,1056187,1/19/2018 13:10,Electronics,13
280079215,307931290,1/22/2018 17:08,Other,17
286988576,1108305,2/20/2018 12:05,Other,12
287944102,517420538,2/27/2018 6:50,Electronics,6
288170495,254697378,2/24/2018 11:45,Other,11
288748445,1058859,2/26/2018 12:37,Home & Kitchen,12
72830573,84817953,11/22/2017 11:59,Home & Kitchen,11
128945577,179169142,10/17/2017 18:39,Fashion,18
164394761,1211640,11/1/2017 13:19,Electronics,13
204881021,397345628,9/11/2017 14:04,0,14
217409721,258949109,2/14/2018 8:26,Home & Kitchen,8
221008193,141609361,8/28/2017 13:18,Other,13
224956077,181647511,8/27/2017 12:43,Home & Kitchen,12
235778157,173733159,10/14/2017 9:18,Home & Kitchen,9
236681776,1050173,10/23/2017 20:14,Home & Kitchen,20
237476829,1050140,8/22/2017 15:58,Home & Kitchen,15
242340104,458305693,8/8/2017 10:57,Electronics,10
242511398,158535338,8/9/2017 12:32,Home & Kitchen,12
242516578,458530694,8/10/2017 16:11,Fashion,16
243604180,460096667,8/15/2017 12:00,Other,12
243612648,460098328,8/15/2017 12:40,Health & Beauty,12
244024948,163327978,8/17/2017 17:21,0,17
245315623,323534398,8/23/2017 17:21,Other,17
245315623,323534398,8/23/2017 17:21,Other,17
246368649,462689481,8/28/2017 16:23,0,16
247438368,465287985,9/2/2017 11:50,Phones & Tabs,11
247890450,1115682,11/2/2017 16:06,0,16
248284303,457085549,9/6/2017 16:53,0,16
248453148,158535338,9/7/2017 11:58,Electronics,11
248903845,186291950,9/20/2017 19:57,Electronics,19
250092151,466192541,9/15/2017 14:23,Electronics,14
252171816,1051786,10/9/2017 15:33,0,15
252175911,1058711,10/24/2017 15:30,0,15
253412908,473963183,10/3/2017 9:47,0,9
255257153,457085549,10/11/2017 18:09,Home & Kitchen,18
255559370,458386576,1/3/2018 15:37,Home & Kitchen,15
257702086,158535338,10/20/2017 12:20,0,12
258086363,479983640,10/21/2017 22:24,Home & Kitchen,22
258236664,480140184,10/22/2017 13:50,Home & Kitchen,13
258513089,158535338,10/23/2017 16:49,Home & Kitchen,16
259286302,421004199,11/5/2017 15:50,Home & Kitchen,15
260634949,1110337,11/23/2017 12:36,Other,12
262864267,248641285,11/27/2017 16:30,Home & Kitchen,16
263636673,158535338,11/15/2017 10:41,Home & Kitchen,10
263968239,1061776,12/4/2017 16:15,Home & Kitchen,16
265416522,346104873,11/23/2017 13:20,Electronics,13
266140949,158535338,11/25/2017 14:59,Home & Kitchen,14
266532401,158535338,11/27/2017 8:15,0,8
266643787,1094744,12/26/2017 11:00,0,11
267830189,425635127,12/1/2017 20:51,0,20
268065273,492221776,12/2/2017 17:00,0,17
268916604,493567564,12/5/2017 13:43,Phones & Tabs,13
269328956,158535338,12/7/2017 10:43,Health & Beauty,10
270691473,158535338,12/12/2017 10:50,Home & Kitchen,10
270765324,495983857,12/12/2017 13:17,0,13
271208404,158535338,12/14/2017 10:21,Home & Kitchen,10
273035528,496644745,12/21/2017 16:27,0,16
274967760,182352757,1/26/2018 10:34,Home & Kitchen,10
275243359,498162832,1/2/2018 10:30,Electronics,10
276458661,227241734,1/6/2018 12:57,Electronics,12
276463104,503106590,1/6/2018 13:13,Other,13
276830837,158535338,1/9/2018 6:14,0,6
280076398,507737415,1/22/2018 16:46,Electronics,16
280931520,508824405,1/26/2018 16:52,Home & Kitchen,16
281665111,158535338,1/30/2018 9:54,Home & Kitchen,9
282594085,494681448,2/2/2018 17:19,0,17
284424340,400528303,2/10/2018 14:57,Electronics,14
286560465,234365092,2/18/2018 21:31,Other,21
287005810,516383045,2/20/2018 12:41,Electronics,12
287909767,517425608,2/23/2018 12:35,Sports & Fitness,12
288816882,285727466,2/26/2018 17:19,Electronics,17
288966605,518657290,2/27/2018 17:31,Home & Kitchen,17
157366112,1205531,12/20/2017 20:15,Home & Kitchen,20
178479356,313168009,10/26/2017 11:21,Home & Kitchen,11
211410071,1053716,8/31/2017 12:45,0,12
214652571,231962025,12/15/2017 21:32,Baby & Kids,21
226252248,435684780,9/23/2017 15:50,Home & Kitchen,15
226784321,429537932,11/27/2017 20:11,Home & Kitchen,20
234694212,52373632,8/14/2017 13:49,Home & Kitchen,13
240887193,158535338,8/1/2017 11:27,Home & Kitchen,11
242628367,307018831,8/10/2017 0:21,Other,0
244199016,460926483,8/18/2017 12:14,0,12
245235223,462293878,8/23/2017 8:47,Other,8
247001569,163327978,8/31/2017 12:16,Sports & Fitness,12
247107299,234309904,11/7/2017 22:22,0,22
248475690,428012924,9/7/2017 13:43,Other,13
249469300,457085549,9/12/2017 12:40,Home & Kitchen,12
249875917,462689481,9/14/2017 16:36,0,16
250100451,469169995,9/15/2017 14:38,Electronics,14
250269058,469443731,9/16/2017 12:44,0,12
251876757,471775869,9/26/2017 0:52,Home & Kitchen,0
253193243,473679577,10/2/2017 11:34,Electronics,11
254787184,158535338,10/9/2017 17:30,Sports & Fitness,17
255050526,1137489,11/27/2017 0:05,Electronics,0
257521322,479271965,10/19/2017 20:52,Home & Kitchen,20
257733218,308987567,12/28/2017 11:58,0,11
259846435,346660455,10/29/2017 11:08,Other,11
260287558,158535338,10/31/2017 14:50,Home & Kitchen,14
260521161,483016135,11/1/2017 10:26,Other,10
261175153,158535338,11/4/2017 13:42,Home & Kitchen,13
261429671,484133017,11/5/2017 19:08,Electronics,19
262747894,1054025,11/11/2017 12:32,Home & Kitchen,12
263709734,158535338,11/15/2017 17:19,Phones & Tabs,17
263848225,1140743,11/22/2017 2:53,Electronics,2
263881288,416018579,11/16/2017 6:43,Other,6
263881288,416018579,11/16/2017 6:43,Other,6
264184822,158535338,11/17/2017 15:54,Home & Kitchen,15
264463945,487955616,11/18/2017 13:53,Sports & Fitness,13
265165316,1112798,11/21/2017 10:25,Electronics,10
265465707,145447685,11/23/2017 11:21,Electronics,11
267207444,410860243,11/29/2017 17:32,Health & Beauty,17
267958638,158535338,12/2/2017 16:33,0,16
268043685,492560115,12/2/2017 15:48,Home & Kitchen,15
268055138,492575610,12/2/2017 16:19,Home & Kitchen,16
268289582,492862813,12/3/2017 12:52,Home & Kitchen,12
268301505,492853462,12/3/2017 14:09,Electronics,14
268348771,409051941,12/3/2017 17:53,Home & Kitchen,17
268505531,1072246,12/4/2017 6:43,0,6
270488278,1076176,12/14/2017 15:34,Home & Kitchen,15
273037333,1160086,12/21/2017 16:28,Phones & Tabs,16
273044429,498887422,12/21/2017 18:33,Home & Kitchen,18
273187204,499069232,12/22/2017 10:32,Electronics,10
274238729,500349179,12/27/2017 13:12,0,13
275047114,310218378,12/30/2017 18:38,Other,18
275254639,501597960,12/31/2017 16:26,Home & Kitchen,16
275686603,359588591,1/2/2018 16:59,Home & Kitchen,16
279485356,467475751,1/19/2018 15:54,Other,15
280085335,274862477,2/19/2018 14:43,Home & Kitchen,14
286980361,516309786,2/20/2018 11:21,Home & Kitchen,11
33302514,43768041,12/11/2017 7:03,Electronics,7
123446627,1117824,12/20/2017 14:35,Home & Kitchen,14
129619607,181074993,12/3/2017 15:28,Home & Kitchen,15
133921602,1053942,1/3/2018 12:37,Home & Kitchen,12
184162695,328609820,8/5/2017 14:12,Electronics,14
197069861,371840452,8/28/2017 20:07,Other,20
197069861,371840452,8/28/2017 20:07,Other,20
203745066,1076508,9/6/2017 15:22,Home & Kitchen,15
210993513,295467851,9/23/2017 12:45,Health & Beauty,12
210996219,257865950,9/11/2017 17:55,Home & Kitchen,17
214773234,1117388,10/13/2017 16:55,Home & Kitchen,16
219596653,1103598,1/11/2018 16:28,0,16
228272008,1058421,9/7/2017 13:45,Health & Beauty,13
240447834,275128470,9/28/2017 7:05,Home & Kitchen,7
242335506,458304939,8/8/2017 10:32,Other,10
242395575,458386576,8/9/2017 17:01,Home & Kitchen,17
242750522,458885782,8/10/2017 17:03,Phones & Tabs,17
243349304,80272572,8/14/2017 2:24,Home & Kitchen,2
243648691,460165981,8/15/2017 16:41,Home & Kitchen,16
246143559,432796584,8/27/2017 14:36,Fashion,14
246368414,462689481,8/28/2017 16:01,0,16
247252555,193043482,10/12/2017 11:47,0,11
247674616,462689481,9/3/2017 17:02,0,17
247877689,1130278,9/7/2017 11:26,Home & Kitchen,11
248410623,466695148,12/25/2017 9:37,Sports & Fitness,9
248655029,158535338,9/8/2017 9:25,Home & Kitchen,9
248689541,467096092,9/8/2017 13:05,Electronics,13
249469154,158535338,9/12/2017 11:30,Home & Kitchen,11
249490419,302142056,9/12/2017 17:09,Home & Kitchen,17
249717943,468585913,9/13/2017 16:36,Electronics,16
249987163,1084822,9/14/2017 23:26,Electronics,23
250784897,158535338,9/19/2017 16:42,Health & Beauty,16
252097661,158535338,9/27/2017 11:46,0,11
252801463,473131044,9/30/2017 13:24,0,13
253437778,1053242,10/12/2017 13:01,0,13
257408852,479098238,10/19/2017 12:06,Electronics,12
257815815,479626833,10/20/2017 21:15,Home & Kitchen,21
259389581,481625647,10/27/2017 13:13,Home & Kitchen,13
259413578,269566737,10/27/2017 11:59,Other,11
260287201,158535338,10/31/2017 12:47,0,12
263587745,486806408,11/14/2017 23:35,Home & Kitchen,23
263732742,481359902,11/15/2017 15:18,0,15
264501177,415737559,12/11/2017 17:25,Other,17
265025523,1317422,11/20/2017 20:48,Electronics,20
265671134,145447685,11/24/2017 16:42,Electronics,16
265857911,1082430,11/24/2017 11:04,Electronics,11
265914982,1116369,12/17/2017 23:31,Health & Beauty,23
266836202,427202000,11/28/2017 13:12,Other,13
267750259,492176564,12/1/2017 15:08,Electronics,15
267973894,492290450,12/2/2017 12:07,Electronics,12
268334535,492923353,12/3/2017 16:31,Home & Kitchen,16
271017334,158535338,12/13/2017 15:27,Home & Kitchen,15
273429938,136286878,12/23/2017 14:47,Other,14
274842443,157068377,1/1/2018 23:54,Electronics,23
275044259,33524583,12/30/2017 18:38,Home & Kitchen,18
275240271,1164095,12/31/2017 14:50,Home & Kitchen,14
276460713,503106597,1/6/2018 13:09,Music,13
279237719,125519651,1/20/2018 11:08,0,11
282512630,145447685,2/2/2018 11:39,Electronics,11
284182697,158535338,2/9/2018 13:50,Home & Kitchen,13
287360365,1099670,2/21/2018 17:47,Home & Kitchen,17
112099220,1089411,10/24/2017 17:34,Phones & Tabs,17
13298235,1145436,8/2/2017 16:34,Home & Kitchen,16
154734772,241411971,11/17/2017 15:50,0,15
217570964,423136960,10/24/2017 20:57,Home & Kitchen,20
217636909,1143586,10/31/2017 21:31,0,21
221131606,428420487,10/10/2017 22:03,Home & Kitchen,22
231046987,62969553,9/15/2017 15:43,Home & Kitchen,15
240104936,1066110,8/4/2017 12:03,Home & Kitchen,12
241394699,457009901,8/3/2017 10:32,Home & Kitchen,10
241693387,457462506,8/4/2017 14:24,Electronics,14
242250900,458196727,8/7/2017 21:49,Home & Kitchen,21
243427492,158535338,8/14/2017 15:38,Home & Kitchen,15
243830085,412877269,9/7/2017 16:37,Other,16
243942530,460577678,8/17/2017 9:18,Electronics,9
245784421,1079952,8/25/2017 19:59,Health & Beauty,19
245897520,462689481,8/26/2017 13:18,0,13
246368112,462953216,8/28/2017 15:20,Electronics,15
246368686,462689481,8/28/2017 16:28,0,16
246545802,464040418,8/29/2017 10:53,Home & Kitchen,10
246768478,1162365,9/12/2017 16:11,Electronics,16
247800814,158535338,9/4/2017 12:28,Home & Kitchen,12
248135481,1068208,9/25/2017 21:08,Home & Kitchen,21
248536185,393223656,9/17/2017 21:23,Home & Kitchen,21
249875320,158535338,9/14/2017 13:22,0,13
249991118,141771945,9/27/2017 16:00,0,16
251508001,158535338,9/23/2017 17:21,0,17
252819989,65062947,10/2/2017 13:39,Baby & Kids,13
253273775,473202338,10/2/2017 18:40,Other,18
253273775,473202338,10/2/2017 18:40,Other,18
253464500,474019142,10/3/2017 15:20,0,15
254350833,475184321,10/7/2017 14:44,Home & Kitchen,14
254709353,1096014,10/11/2017 13:49,Phones & Tabs,13
255497457,158535338,10/12/2017 13:07,Electronics,13
256552642,478041797,10/16/2017 9:41,Home & Kitchen,9
256590966,158535338,10/16/2017 16:11,Home & Kitchen,16
256622403,1056307,10/18/2017 10:22,Other,10
257004329,378600607,12/16/2017 22:11,Other,22
260720752,158535338,11/2/2017 15:35,Home & Kitchen,15
260734158,1108084,11/2/2017 10:35,Home & Kitchen,10
261473110,451314514,11/5/2017 22:35,Home & Kitchen,22
261655710,484391172,11/6/2017 20:19,Health & Beauty,20
262505753,485253491,11/10/2017 13:06,Electronics,13
263254976,486087608,11/13/2017 16:05,Home & Kitchen,16
264338724,1213047,11/21/2017 11:46,Home & Kitchen,11
264495022,158535338,11/18/2017 16:27,Home & Kitchen,16
265684190,427523597,11/23/2017 15:51,Baby & Kids,15
268383770,492981613,12/3/2017 20:36,Home & Kitchen,20
269423049,155391135,12/11/2017 7:51,Sports & Fitness,7
269766826,1181031,12/8/2017 16:08,Home & Kitchen,16
270017785,495007681,12/9/2017 15:21,Health & Beauty,15
271809697,497335416,12/16/2017 19:22,Electronics,19
273240124,498824475,12/22/2017 16:05,Electronics,16
274047224,1190017,12/26/2017 16:02,Home & Kitchen,16
274349860,158535338,12/28/2017 6:10,Home & Kitchen,6
275495242,501538738,1/1/2018 19:06,Baby & Kids,19
275870678,500993775,1/5/2018 11:54,Electronics,11
276030127,502583450,1/4/2018 11:24,Baby & Kids,11
276454110,377408611,1/6/2018 14:13,Home & Kitchen,14
276906393,44082630,1/8/2018 13:13,Phones & Tabs,13
279289100,506737910,1/20/2018 9:09,Fashion,9
280320248,1101996,1/29/2018 8:44,Phones & Tabs,8
280497843,454087552,1/24/2018 16:36,0,16
281123744,460909301,1/27/2018 14:45,Fashion,14
282022618,510178016,1/31/2018 16:55,Home & Kitchen,16
282126984,494681448,2/2/2018 17:10,0,17
284408770,107174243,2/10/2018 11:56,Electronics,11
286412327,158535338,2/18/2018 9:14,Phones & Tabs,9
287965418,517478130,2/23/2018 17:36,Electronics,17
57481394,69898565,12/14/2017 8:30,Electronics,8
165721303,1085672,12/20/2017 16:09,0,16
190479795,322918591,10/10/2017 8:25,Electronics,8
